Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	matrix_probs[1]	matrix_probs[2]	matrix_probs[3]	matrix_probs[4]	neo_beta	neo_beta_cats[1]	neo_beta_cats[2]	neo_beta_cats[3]	neo_beta_cats[4]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	tree_length	two_beta	two_beta_cats[1]	two_beta_cats[2]	two_beta_cats[3]	two_beta_cats[4]
5508	-51.38611	-96.65631	45.2702	0.00298634	0.0148003	0.0130635	0.000421949	0.0098498	0.00500082	0.00654382	0.00821736	0.0128011	0.0394411	0.00149989	0.000747535	0.00174257	0.0240126	0.0349622	2.32036e-06	0.000555125	0.00584669	0.00108462	0.0314236	0.0168639	0.00405015	0.0500475	0.00504465	0.0120208	0.00297447	0.0325569	0.00679069	0.00315454	0.0258568	0.0196368	0.00504224	0.00718035	0.00674778	0.0158887	0.350607	0.405587	0.0379098	0.205897	0.4503436	0.0410729	0.302011	0.697989	0.958927	0.56656	0.757979	0.917181	1.0903	1.3193	1.76504	0.4108281	0.00696344	0.0345109	0.0304609	0.000983887	0.0229674	0.0116607	0.0152587	0.0191609	0.0298493	0.0919674	0.00349739	0.00174308	0.00406325	0.0559918	0.0815236	5.41054e-06	0.00129442	0.0136331	0.00252907	0.0732725	0.0393226	0.009444	0.116699	0.0117629	0.0280298	0.00693576	0.0759152	0.0158343	0.00735564	0.060292	0.0457885	0.0117573	0.0167429	0.0157342	0.0370487	0.4288595	0.5074641	0.051154	0.315123	0.684877	0.948846
5544	-51.34769	-96.32305	44.97536	0.00240482	0.0130672	0.00330369	0.00607409	0.00549862	0.0259909	0.0166709	0.0106304	0.00800436	0.0168268	0.00472476	0.0103912	0.00935471	0.0212549	0.000822366	0.00757049	9.90485e-05	0.00095228	0.000417879	0.011014	0.00528849	0.0233264	0.00274988	0.0168241	0.0112931	0.0268473	0.00548697	0.00337327	0.00330272	0.0185201	0.00688349	0.000516299	0.000616833	0.000917646	0.000386267	0.0858918	0.311138	0.220788	0.382182	0.2495833	0.00904201	0.227925	0.772075	0.990958	0.812602	0.903748	0.968919	1.03208	1.1065	1.23061	0.1500465	0.00797867	0.0433541	0.0109609	0.0201525	0.0182432	0.0862323	0.0553103	0.0352693	0.0265567	0.0558277	0.0156757	0.0344758	0.0310369	0.0705192	0.00272843	0.0251172	0.000328621	0.00315946	0.00138643	0.0365421	0.017546	0.0773918	0.0091235	0.0558188	0.037468	0.0890734	0.0182046	0.0111918	0.0109577	0.0614456	0.0228379	0.00171297	0.00204652	0.00304455	0.00128155	0.3014062	1.069767	0.133261	0.379702	0.620298	0.866739
5580	-50.80931	-94.81494	44.00563	0.00237901	0.0147688	0.00392583	0.0046693	0.00328636	0.0108322	0.000172868	0.00275422	0.0120522	0.0195236	0.00158942	0.000651422	0.0276521	0.00461508	0.000962198	0.00779817	0.0262871	0.00381687	0.000947062	0.0113217	0.0157351	0.00205278	0.0209814	0.00127264	0.00475348	0.0164268	0.00719152	0.0117193	0.0107045	0.0325703	0.0463223	0.00141887	0.0015544	0.021979	0.000742864	0.377219	0.292192	0.261865	0.0687244	0.6954725	0.0826435	0.345961	0.654039	0.917357	0.204456	0.461081	0.785425	1.2732	2.16882	4.89104	1.147803	0.00669332	0.041552	0.0110453	0.013137	0.00924614	0.0304762	0.000486362	0.00774897	0.0339087	0.0549295	0.0044718	0.00183277	0.0777987	0.0129845	0.00270713	0.0219401	0.0739585	0.0107387	0.00266455	0.0318534	0.0442704	0.00577548	0.0590309	0.00358056	0.0133739	0.0462165	0.0202333	0.0329722	0.0301171	0.0916361	0.130327	0.00399199	0.0043733	0.0618377	0.00209004	0.3554308	0.7319235	0.0882951	0.35045	0.64955	0.911705
5616	-57.1996	-101.0452	43.8456	0.0159339	0.0186549	0.00263939	0.0665792	0.016965	0.00491628	0.00754189	0.00276298	0.0391519	0.00799405	0.00468451	0.0148823	0.00779266	0.0489709	0.00120538	0.0100178	0.0316175	0.0126349	0.00675322	0.0187689	0.00614875	0.00350843	0.0128689	0.00663392	0.00485902	0.0763973	0.0364017	0.00248127	0.0411509	0.000804691	0.0195474	0.0257936	0.023473	0.00614608	0.000988106	0.131684	0.251826	0.003423	0.613067	1.18569	0.145972	0.386499	0.613501	0.854028	0.73875	0.862712	0.954974	1.04715	1.15914	1.35364	0.2189419	0.0262214	0.030699	0.00434345	0.109565	0.0279181	0.00809037	0.0124112	0.00454684	0.0644295	0.0131552	0.00770897	0.0244907	0.0128238	0.0805878	0.00198361	0.0164856	0.0520307	0.0207923	0.0111133	0.0308866	0.0101186	0.00577358	0.0211775	0.010917	0.00799615	0.125722	0.0599036	0.00408325	0.0677191	0.00132422	0.0321678	0.0424466	0.0386279	0.0101142	0.00162606	0.6076705	1.366642	0.163597	0.395184	0.604816	0.836403
5652	-53.13567	-96.84205	43.70638	0.000506669	0.00563349	0.00802281	0.00180592	0.00119497	0.0179941	0.00601124	0.00609718	0.00759029	0.00194667	0.00375062	0.00284076	0.0057097	0.0182112	0.00137593	0.00238172	0.00190583	0.00965122	0.00321843	0.00233633	0.00425987	0.00252332	0.0110502	0.00275842	0.00792287	0.00417491	0.00990596	0.00118703	0.00328239	0.00259798	0.0101874	0.00165188	0.002455	0.000612436	0.00156389	0.154571	0.405338	0.252128	0.187963	0.1400291	0.0007166	0.153323	0.846677	0.999283	0.545389	0.744031	0.911882	1.09663	1.34403	1.83355	0.4383642	0.00290657	0.0323172	0.0460238	0.0103599	0.00685511	0.103226	0.0344842	0.0349772	0.0435426	0.0111673	0.0215159	0.0162964	0.0327544	0.104471	0.00789319	0.013663	0.010933	0.0553654	0.0184629	0.0134026	0.0244373	0.0144753	0.0633906	0.015824	0.0454505	0.0239499	0.0568267	0.00680954	0.0188298	0.0149036	0.0584411	0.00947623	0.0140834	0.00351331	0.00897144	0.1743186	1.699338	0.190417	0.407087	0.592913	0.809583
5688	-65.29321	-109.5743	44.28108	0.00805024	0.013472	0.0118515	0.0074886	0.0171117	0.003421	0.0265055	0.00783283	0.00202381	0.0311619	0.0150896	0.0285006	0.0346189	0.033242	0.00324891	0.0126941	0.00968866	0.0100538	0.0231349	0.0649801	0.0120132	0.0192488	0.0211796	0.0470501	0.0157861	0.0142611	0.00583023	0.000891241	0.0224405	0.0111618	0.0066302	0.0022145	0.00889875	0.00605854	0.0203143	0.104835	0.112413	0.286932	0.49582	0.2151101	0.00532704	0.208057	0.791943	0.994673	0.747242	0.867535	0.956636	1.04533	1.15269	1.33825	0.2106775	0.0139241	0.0233019	0.0204991	0.0129527	0.0295973	0.00591716	0.0458455	0.0135481	0.0035005	0.0538994	0.0260998	0.0492963	0.0598788	0.0574973	0.00561949	0.0219564	0.0167581	0.0173897	0.0400154	0.112393	0.0207786	0.0332938	0.0366335	0.0813805	0.0273045	0.0246667	0.0100843	0.00154154	0.0388144	0.019306	0.011468	0.00383032	0.0153918	0.0104792	0.0351367	0.5781495	1.900891	0.203951	0.412611	0.587388	0.796049
5724	-53.83608	-97.41451	43.57843	0.0081738	0.0846199	0.008134	0.0252952	0.00284547	0.000950644	0.016263	0.0601304	0.00644827	0.0380048	0.00856298	0.01274	0.0496196	0.0776331	0.0230268	0.00101662	0.00603958	0.0274851	0.00267572	0.0252408	0.039745	0.0603805	0.00252323	0.0621137	0.048477	0.0499977	0.0285721	0.0483029	0.104772	0.0343235	0.0506526	0.00800377	0.00252715	0.00150267	0.0350839	0.0123058	0.33822	0.12716	0.522314	0.4182185	0.0354125	0.293506	0.706494	0.964587	0.46453	0.688021	0.889887	1.12374	1.45344	2.15271	0.5543975	0.00769745	0.0796885	0.00765998	0.023821	0.00267965	0.000895243	0.0153153	0.0566262	0.00607249	0.03579	0.00806396	0.0119976	0.046728	0.0731089	0.0216849	0.000957371	0.00568762	0.0258834	0.00251979	0.0237699	0.0374288	0.0568617	0.00237618	0.0584939	0.0456519	0.047084	0.026907	0.0454879	0.0986658	0.0323232	0.0477007	0.00753733	0.00237988	0.0014151	0.0330393	1.061883	1.791785	0.196843	0.409745	0.590255	0.803157
5760	-57.01921	-100.2587	43.23947	0.00193306	0.0110375	0.00240509	0.0105427	0.000962218	0.00297802	0.00826938	0.00244678	0.00315471	0.0265777	0.0178178	0.0087697	0.0150588	0.0368538	0.00409911	0.00368621	0.023913	0.00629066	0.000312626	0.0501551	0.00465661	0.00779655	0.0111999	0.00587173	0.0150704	0.00387613	0.0138234	0.0219079	0.0419112	0.0128235	0.00273412	0.00047883	0.00151061	0.00476765	0.0206347	0.0875793	0.493788	0.407859	0.0107734	0.3605039	0.0254799	0.275629	0.724371	0.97452	0.246584	0.505196	0.808137	1.23741	1.97943	4.05542	1.012335	0.00475741	0.027164	0.00591909	0.0259463	0.00236809	0.00732911	0.0203515	0.00602169	0.00776396	0.0654097	0.0438509	0.0215829	0.0370607	0.0906999	0.0100882	0.00907202	0.0588517	0.0154817	0.000769395	0.123435	0.0114602	0.0191878	0.0275636	0.0144507	0.0370894	0.00953944	0.0340204	0.0539168	0.103146	0.0315596	0.00672887	0.00117843	0.00371771	0.0117335	0.0507835	0.4063273	2.159564	0.219037	0.418456	0.581545	0.780963
5796	-54.07743	-94.3154	40.23797	0.0081704	0.0505021	0.00309167	0.0262005	0.00139732	0.00477186	0.00625256	0.00481336	0.00270825	0.000517036	0.00456608	0.0137317	0.0687757	0.0287724	0.0159954	0.0130078	0.011018	0.00553496	0.00488798	0.0135554	0.00394433	0.00114558	0.00700832	0.0225844	0.026769	0.0062591	0.0526857	0.00440151	0.0197095	0.0558543	0.000135649	0.00908045	0.00353453	0.0282923	0.00829381	0.266307	0.161623	0.376005	0.196066	2.884748	0.25167	0.430172	0.569829	0.74833	0.367932	0.614078	0.858874	1.16431	1.62846	2.71789	0.7229659	0.0151875	0.0938755	0.00574694	0.0487026	0.0025974	0.00887013	0.0116225	0.00894729	0.00503421	0.000961089	0.00848762	0.025525	0.127843	0.0534833	0.0297329	0.0241794	0.0204808	0.0102886	0.00908599	0.0251974	0.0073319	0.00212945	0.0130274	0.0419809	0.0497594	0.0116347	0.0979344	0.00818172	0.036637	0.103824	0.00025215	0.0168791	0.00657014	0.0525909	0.0154169	0.537969	4.205123	0.290173	0.442738	0.557262	0.709828
5832	-58.19104	-99.51821	41.32718	0.0050104	0.0208725	0.0408215	0.0271336	0.0179549	0.0116766	0.0100707	0.0422704	0.0303826	0.0408228	0.0133679	0.00489107	0.00139133	0.0289763	0.0201534	0.00946332	0.00228794	0.00754514	0.0106374	0.00831285	0.00639206	0.0158038	0.0871517	0.000986694	0.00432373	0.0340564	0.0115464	0.0160796	0.0143345	0.0273326	0.0100926	0.0506111	0.00310189	0.0335645	0.00345669	0.0396303	0.333873	0.0390905	0.587406	1.272916	0.15478	0.390937	0.609063	0.84522	0.473023	0.694128	0.892343	1.12064	1.44066	2.11406	0.5412969	0.00744623	0.0310198	0.0606671	0.0403247	0.0266837	0.0173532	0.0149666	0.0628204	0.0451533	0.060669	0.0198667	0.0072689	0.00206774	0.0430634	0.029951	0.014064	0.00340023	0.0112133	0.0158088	0.0123542	0.0094996	0.0234869	0.129521	0.00146638	0.00642574	0.0506131	0.0171598	0.0238968	0.0213033	0.0406205	0.0149991	0.0752161	0.00460989	0.0498821	0.00513719	0.6728765	4.74117	0.301413	0.446209	0.553792	0.698587
5868	-72.45211	-111.5451	39.09301	0.0335464	0.0094177	0.00686741	0.0331385	0.000180781	0.0127391	0.000266712	0.0165813	0.00714893	0.0249056	0.0189347	0.0341924	0.0491331	0.0596342	0.0478922	0.010478	0.0209131	0.0477694	0.01651	0.0896967	0.00202734	0.0365133	0.0195373	0.0803045	0.00502752	0.00170252	0.00700908	0.00601159	0.0405345	0.17829	1.64263e-05	0.0540391	0.0678801	0.000865686	0.0102943	0.118871	0.310694	0.0370739	0.533362	11.59029	0.370056	0.466001	0.533998	0.629945	0.186968	0.441407	0.774812	1.29064	2.26549	5.34852	1.212456	0.031949	0.00896925	0.00654039	0.0315605	0.000172172	0.0121325	0.000254012	0.0157918	0.00680851	0.0237196	0.0180331	0.0325643	0.0467935	0.0567945	0.0456117	0.00997901	0.0199173	0.0454947	0.0157238	0.0854255	0.0019308	0.0347746	0.0186069	0.0764805	0.00478812	0.00162145	0.00667532	0.00572534	0.0386043	0.1698	1.56441e-05	0.0514658	0.0646478	0.000824464	0.00980407	1.049999	0.2052943	0.00444152	0.201843	0.798157	0.995558
5904	-55.58635	-98.79005	43.20371	0.023254	0.0762346	0.0777121	0.0352617	0.03268	0.000125838	0.00928124	0.000107467	0.00317967	0.0178721	0.0234313	0.11682	0.0524051	0.0825635	0.00686965	0.0100007	0.0137406	0.0115858	0.00599021	0.0599427	0.0199709	0.00724512	0.0687087	0.0326088	0.0766452	0.037786	0.00021524	0.0488768	0.0172677	0.0743183	0.000253241	0.0190236	0.0143056	0.0450372	0.0635982	0.138213	0.155222	0.677926	0.0286392	1.07873	0.134288	0.38027	0.61973	0.865712	0.953492	0.977041	0.99278	1.00727	1.0235	1.04878	0.03443569	0.019625	0.0643374	0.0655843	0.0297587	0.0275799	0.0001062	0.0078328	9.06957e-05	0.00268345	0.015083	0.0197746	0.098589	0.0442267	0.0696786	0.00579757	0.00843999	0.0115963	0.00977773	0.00505538	0.050588	0.0168542	0.00611444	0.057986	0.0275199	0.0646839	0.0318891	0.00018165	0.0412491	0.0145729	0.0627201	0.00021372	0.0160548	0.012073	0.0380087	0.053673	1.184919	1.899049	0.203835	0.412565	0.587435	0.796165
5940	-48.42896	-93.00611	44.57715	0.00120067	0.0110286	0.0032888	0.010531	0.00494752	0.0112905	0.00525358	0.0171217	0.00537432	0.00211967	0.00501109	0.0343983	0.0128171	0.0387144	0.000137565	0.0149318	0.0034347	0.0180143	0.00141017	0.000261127	0.00665001	0.00112838	0.0130884	0.015308	0.000784939	0.00190696	0.00339017	0.0268461	0.00296359	0.0447036	0.0169242	0.00317733	0.0255641	0.0468802	0.0152594	0.071306	0.0205671	0.551952	0.356175	0.9208231	0.115014	0.36897	0.63103	0.884986	0.917075	0.95866	0.986915	1.01326	1.04312	1.09042	0.06259297	0.00281938	0.0258971	0.00772269	0.0247286	0.0116176	0.026512	0.0123363	0.0402047	0.0126199	0.00497736	0.0117669	0.0807733	0.0300969	0.0909084	0.000323026	0.0350625	0.00806529	0.0423007	0.00331133	0.000613172	0.0156154	0.00264965	0.0307339	0.0359459	0.00184318	0.00447789	0.00796072	0.0630394	0.00695904	0.104972	0.039741	0.00746094	0.0600291	0.110083	0.0358318	0.4258622	1.041695	0.129995	0.377872	0.622128	0.870005
5976	-61.93289	-106.8282	44.89536	5.8851e-05	0.0143011	0.00224483	0.0287418	0.00676919	0.00725715	0.00300098	0.00951403	0.013651	0.0159666	0.00519787	0.00175506	0.0465863	0.0273116	0.00534003	0.0188436	0.0065141	0.011907	0.00354562	0.00925927	0.00480188	0.00509881	0.00839625	0.00235156	0.00936156	0.00397586	0.000310897	0.00283264	0.0181669	0.0150938	0.0217086	0.00725487	0.000972557	0.0148963	0.0273822	0.410376	0.0737171	0.488411	0.027496	0.9691457	0.121188	0.372746	0.627254	0.878812	0.587244	0.771351	0.922199	1.08436	1.29643	1.70287	0.3849007	0.00015472	0.0375978	0.0059017	0.0755626	0.0177963	0.0190791	0.00788961	0.0250125	0.0358886	0.0419765	0.0136653	0.00461408	0.122476	0.0718027	0.014039	0.0495402	0.0171257	0.0313037	0.00932147	0.0243427	0.0126242	0.0134048	0.0220739	0.00618227	0.0246117	0.0104526	0.000817352	0.00744704	0.0477609	0.0396817	0.0570722	0.0190731	0.00255687	0.0391627	0.0719882	0.3803708	0.3181645	0.0186216	0.25986	0.74014	0.981378
6012	-61.45732	-103.2741	41.81679	0.0105333	0.00820464	0.0126327	0.00361509	0.00101247	0.0134831	0.00274374	0.00457206	0.0581038	0.00434421	0.0126178	0.029192	0.0246268	0.00612883	0.0153025	0.0156541	0.010378	0.00687666	0.000645712	0.0394074	0.00843796	0.00337201	0.00222808	0.0102273	0.0134525	0.0237515	0.00484803	0.00414241	0.0289596	0.007882	0.0424071	0.00302015	0.0178861	0.000539959	0.0506231	0.694043	0.0291555	0.0169133	0.259888	2.474373	0.234676	0.424213	0.575787	0.765325	0.495385	0.709942	0.898637	1.1128	1.40857	2.01863	0.5078981	0.0209888	0.0163487	0.025172	0.0072035	0.00201747	0.0268667	0.00546723	0.00911037	0.115779	0.00865634	0.0251424	0.0581684	0.0490718	0.0122124	0.030492	0.0311926	0.0206794	0.0137026	0.00128666	0.0785238	0.0168136	0.00671912	0.00443971	0.0203791	0.0268057	0.0473276	0.00966027	0.00825424	0.0577054	0.0157058	0.0845011	0.006018	0.0356402	0.00107593	0.100873	0.5018527	2.301603	0.22642	0.421209	0.57879	0.77358
6048	-55.18579	-96.87733	41.69154	0.0034283	0.00996564	0.0222514	0.00614545	0.00373487	0.0128995	0.00271694	0.0108018	0.0103315	0.00280696	0.000522687	0.0306665	0.0274985	0.0391352	0.0143506	0.0109221	0.00179098	0.00514551	0.00729259	0.0109847	0.0124779	0.00163307	0.0164352	0.00998718	0.012059	0.00285677	0.00920739	0.00434794	0.0428126	0.029845	0.0176159	0.0519578	0.00430047	0.0193415	0.0225892	0.111176	0.723629	0.054775	0.11042	4.277717	0.291806	0.443247	0.556753	0.708193	0.50296	0.715216	0.900714	1.11023	1.39818	1.98823	0.4969251	0.00698428	0.0203025	0.0453316	0.0125198	0.00760885	0.0262795	0.00553508	0.022006	0.0210479	0.00571847	0.00106484	0.0624752	0.0560212	0.079728	0.0292357	0.022251	0.00364866	0.0104827	0.0148568	0.0223785	0.0254205	0.00332696	0.0334825	0.0203463	0.0245672	0.00581994	0.0187577	0.00885781	0.0872198	0.0608016	0.0358878	0.105851	0.00876111	0.0394033	0.0460198	0.4908588	1.212423	0.148737	0.387914	0.612086	0.851263
6084	-52.99601	-98.41611	45.4201	0.0110087	0.0534663	0.00781982	0.0183089	0.00719143	0.0120447	0.0411058	0.00508934	0.00492317	0.0961312	0.00886013	0.0158566	0.0695287	0.0629491	0.00823923	0.0266548	0.0166245	0.00779689	0.00324873	0.015945	0.0021523	0.0351505	0.0262729	0.0116413	0.0222953	0.00193723	0.0490428	0.00331548	0.0114736	0.00073275	0.0229412	0.0122446	0.023287	0.0674079	0.0488337	0.003968	0.458004	0.09162	0.446408	0.4915813	0.048359	0.311707	0.688293	0.951641	0.745397	0.866489	0.956276	1.04572	1.15408	1.34157	0.2124658	0.0132393	0.0642994	0.00940423	0.0220185	0.00864852	0.0144851	0.0494344	0.00612051	0.00592068	0.115609	0.0106553	0.0190694	0.0836163	0.0757036	0.00990862	0.0320554	0.0199928	0.00937666	0.00390697	0.0191757	0.00258839	0.0422725	0.0315962	0.014	0.0268127	0.00232974	0.0589796	0.00398725	0.0137984	0.000881215	0.0275894	0.0147255	0.0280053	0.0810657	0.0587281	0.8315217	0.3563555	0.024787	0.274194	0.725806	0.975213
6120	-56.01901	-96.06688	40.04787	0.00209853	0.0287246	0.0126322	0.0142522	0.0410392	0.0170615	0.042005	6.66846e-05	0.01032	0.0532524	0.00431937	0.0419045	0.00448429	0.0575952	0.012675	0.00496136	0.0304385	0.0023348	0.00575394	0.00364907	0.0707849	0.0305879	0.00500199	0.00649685	0.0572455	0.0159771	0.0119514	0.145288	0.0723695	0.0291092	0.0476692	0.0744039	0.0443213	0.0186603	0.0087363	0.115651	0.323746	0.347527	0.213076	4.120585	0.28822	0.442128	0.557873	0.711779	0.969354	0.984934	0.995275	1.00475	1.0153	1.03162	0.02250616	0.00204103	0.0279376	0.0122861	0.0138617	0.0399147	0.0165941	0.0408541	6.48575e-05	0.0100372	0.0517933	0.00420102	0.0407563	0.00436142	0.0560171	0.0123277	0.00482543	0.0296045	0.00227083	0.00559628	0.00354909	0.0688455	0.0297498	0.00486494	0.00631884	0.055677	0.0155393	0.0116239	0.141307	0.0703866	0.0283117	0.0463631	0.0723652	0.0431069	0.018149	0.00849693	1.028171	3.965628	0.284498	0.440956	0.559045	0.715502
6156	-53.96459	-94.23535	40.27076	0.00864802	0.00376417	0.00878236	0.0141295	0.0138223	0.00371529	0.00475931	0.003499	0.000350462	0.00207781	0.0162367	0.000481946	5.73807e-05	0.0421307	0.012039	0.00102523	0.000480933	0.000443707	0.0355631	0.0137922	0.00952239	0.0153412	0.0302531	0.00799769	0.0282394	0.00995365	0.0470883	0.00793813	0.00595489	0.0263752	0.00872962	0.00949124	0.0184321	0.00301162	0.0039877	0.258703	0.342728	0.0443614	0.354208	10.40542	0.363103	0.464083	0.535916	0.636898	0.553134	0.749166	0.913841	1.09428	1.33482	1.80788	0.4281683	0.0206833	0.0090027	0.0210046	0.0337933	0.0330586	0.0088858	0.0113828	0.0083685	0.000838194	0.00496948	0.038833	0.00115266	0.000137237	0.100763	0.0287935	0.00245202	0.00115024	0.00106121	0.0850557	0.0329866	0.0227745	0.0366914	0.0723559	0.019128	0.0675397	0.023806	0.11262	0.0189855	0.0142422	0.0630812	0.0208785	0.0227	0.0440837	0.00720284	0.00953732	0.4181154	0.1078945	0.00013537	0.124406	0.875594	0.999865
6192	-62.96768	-99.31908	36.3514	0.000420521	0.000585533	0.000623266	0.00298751	0.000209355	1.33846e-05	0.000351068	7.18058e-05	0.00103486	5.94979e-05	0.00243803	0.000152473	5.51183e-05	0.00029034	6.10148e-05	0.000878136	0.00102234	9.28076e-05	0.00106264	1.22296e-05	0.000644201	0.00120792	0.00308661	0.000460233	0.00263867	0.0005417	0.00162014	0.000450638	0.000231304	0.000359832	0.000999031	0.000745309	0.00118939	0.00033304	0.00037407	0.278244	0.301008	0.344824	0.0759244	7.2976	0.337751	0.456942	0.543057	0.66225	0.0278739	0.174469	0.580003	1.72413	5.73167	35.8758	2.588633	0.0154014	0.0214449	0.0228269	0.109417	0.00766754	0.000490206	0.0128577	0.00262986	0.0379015	0.00217909	0.0892918	0.00558428	0.00201869	0.0106336	0.00223464	0.0321614	0.0374429	0.00339904	0.0389189	0.000447903	0.0235936	0.0442397	0.113046	0.0168559	0.0966404	0.0198396	0.059337	0.0165044	0.00847143	0.0131787	0.0365891	0.0272966	0.0435611	0.0121975	0.0137002	0.02730404	1.305723	0.157939	0.39248	0.60752	0.842061
6228	-61.43916	-106.1915	44.75231	0.0117027	0.0418932	0.0162795	0.0290469	0.0074805	0.015028	0.00367515	0.0231552	0.0169163	0.0153831	0.00524056	0.001786	0.00201829	0.0443207	0.0225402	0.0887436	0.0168638	0.0120301	0.0153645	0.0468579	0.0177764	0.00715912	0.0125988	0.0384752	0.0184115	0.0107883	0.0735687	0.000932434	0.0318587	0.0485558	0.00128461	0.0273539	0.00319177	0.00908274	0.0231219	0.119054	0.532045	0.229132	0.119769	0.4224646	0.0361578	0.294683	0.705317	0.963842	0.659742	0.81641	0.938679	1.06533	1.22487	1.51574	0.300729	0.0153884	0.0550874	0.0214067	0.0381952	0.00983647	0.0197611	0.00483262	0.0304478	0.022244	0.020228	0.00689106	0.0023485	0.00265394	0.0582794	0.0296393	0.116693	0.0221751	0.015819	0.0202036	0.0616157	0.023375	0.00941387	0.0165668	0.0505929	0.0242102	0.0141861	0.0967391	0.0012261	0.0418925	0.0638483	0.0016892	0.035969	0.00419702	0.0119433	0.0304041	0.7604863	1.051788	0.131178	0.378539	0.621461	0.868822
6264	-58.2928	-99.94181	41.64901	0.0394578	0.086245	0.00149715	0.0219933	0.0366772	0.0189626	0.0625253	0.0110681	0.0150979	0.0156728	0.0124106	0.0163603	0.011814	0.0124937	0.0243161	0.0154973	0.0345186	0.034378	0.00779242	0.0584082	0.0105914	0.0337681	0.176062	0.0916994	0.03027	0.142038	0.0610325	0.00313272	0.0360006	0.00249219	0.0726732	0.0115527	0.0198055	0.0874442	0.0581264	0.166438	0.392777	0.00760135	0.433184	1.555615	0.179602	0.402453	0.597546	0.820398	0.736148	0.861229	0.954461	1.04771	1.16113	1.35842	0.2214935	0.0287201	0.062775	0.00108973	0.0160082	0.0266961	0.0138023	0.0455102	0.00805615	0.0109892	0.0114077	0.00903327	0.0119081	0.00859905	0.00909373	0.0176989	0.01128	0.025125	0.0250226	0.00567185	0.0425135	0.00770915	0.0245787	0.12815	0.0667451	0.0220326	0.103385	0.0444236	0.00228021	0.0262037	0.00181398	0.0528965	0.00840882	0.0144158	0.0636478	0.0423083	1.373875	2.929439	0.253333	0.430739	0.56926	0.746668
6300	-51.7534	-95.18175	43.42835	0.0119677	0.0105385	2.53803e-05	0.00639366	0.00695021	0.00365342	0.00137786	0.000332128	0.00528192	0.00101153	0.00554286	0.00465616	0.00874077	0.0282879	0.00543886	0.0244544	0.00306244	0.00556104	0.00367585	0.0135233	0.0122099	0.00130193	0.0776347	0.0110111	0.00025946	0.0200883	0.0261013	0.0152162	0.00849891	0.0017333	0.0242855	0.0102408	0.00667733	0.0160517	0.0181399	0.414141	0.228994	0.151134	0.205731	1.127018	0.13969	0.383202	0.616798	0.86031	0.472454	0.69372	0.89218	1.12085	1.4415	2.11661	0.5421683	0.0299247	0.0263511	6.34626e-05	0.0159871	0.0173787	0.00913524	0.00344528	0.000830474	0.0132072	0.0025293	0.0138597	0.0116425	0.021856	0.0707327	0.0135996	0.0611472	0.00765752	0.0139052	0.00919132	0.0338145	0.0305304	0.00325542	0.194123	0.0275328	0.000648769	0.0502301	0.0652652	0.0380475	0.0212512	0.00433404	0.060725	0.0256067	0.0166964	0.0401367	0.0453582	0.3999262	1.534862	0.177949	0.401726	0.598274	0.822051
